date,pre,hum,tem,occ
28/05/2020 02:00,94444.55,54.51,30.98,L
01/06/2020 09:35,95247.29,66.42,26.82,E
27/05/2020 02:55,94784.38,56.96,29.67,L
25/05/2020 16:25,93906.61,50.88,32.17,M
28/05/2020 01:55,94448.52,54.39,30.98,L
29/05/2020 02:25,95299.27,51.64,30.82,L
29/05/2020 05:05,95076.84,53.2,31.04,L
29/05/2020 01:55,95314.86,51.49,30.94,L
04/06/2020 08:50,94684.25,61.77,29.88,E
04/06/2020 07:05,94617.3,61.92,29.85,L
04/06/2020 07:40,94627.76,62.87,29.67,E
01/06/2020 04:00,95087.39,58.58,29.68,L
26/05/2020 04:25,94440.96,51.67,30.04,L
29/05/2020 01:45,95361.4,49.78,31,L
04/06/2020 06:40,94601.07,62.25,29.54,L
31/05/2020 19:10,94839.17,48.42,30.87,H
01/06/2020 04:25,95087.9,57.96,29.61,L
04/06/2020 06:20,94583.84,59.86,30.46,L
28/05/2020 04:15,94500.95,56.12,31.03,L
01/06/2020 06:35,95036.7,57.22,29.39,L
25/05/2020 21:50,94041.48,49.25,32.19,L
26/05/2020 04:00,94386.73,50.32,30.52,L
29/05/2020 08:10,95106.28,52.81,29.28,E
04/06/2020 20:45,94481.9,49.64,31.46,L
04/06/2020 07:30,94627.88,62.44,29.78,E
04/06/2020 09:50,94721.04,61.23,30.08,E
01/06/2020 09:20,95244.12,66.91,26.48,E
04/06/2020 20:15,94459.18,53.37,31.51,E
01/06/2020 07:10,95074.14,62.94,26.52,E
01/06/2020 09:15,95240.49,66.98,26.6,E
04/06/2020 14:15,94563.42,50.46,30.54,L
01/06/2020 08:25,95167.53,66.76,25.46,E
26/05/2020 05:50,94524.12,56.43,28.85,L
25/05/2020 15:55,93940.45,52.78,32.25,M
14/05/2020 23:05,94343.5,56.72,30.97,M
27/05/2020 09:55,94826.4,62.65,27.64,L
26/05/2020 04:20,94431.11,51.49,30.07,L
01/06/2020 10:00,95253.2,62.46,28.05,E
25/05/2020 21:05,93969.56,49.07,32.53,L
27/05/2020 07:15,94773.45,59.77,28.04,E
25/05/2020 19:35,93774.92,44.52,32.55,M
26/05/2020 00:10,94342.62,54.28,31.32,M
26/05/2020 03:35,94312.05,52.09,30.61,L
28/05/2020 05:40,94732.14,56.96,30.92,L
29/05/2020 02:50,95072.06,52.15,31,L
27/05/2020 01:00,94872.93,59.7,28.44,E
04/06/2020 08:25,94664.14,62.08,29.82,E
29/05/2020 06:05,95030.22,53.68,30.94,L
04/06/2020 04:20,94589.08,58.76,30.54,L
04/06/2020 04:30,94586.83,59,30.51,L
29/05/2020 00:35,95141.93,48.23,31.68,M
27/05/2020 02:05,94819.62,57.58,29.42,L
28/05/2020 09:50,94825.1,61.01,30.11,L
27/05/2020 05:20,94733.73,56.21,29.67,L
25/05/2020 20:25,93874.81,44.74,32.55,L
04/06/2020 22:40,94567.27,56.72,31.58,L
28/05/2020 13:00,94890.71,56.49,30.4,E
26/05/2020 05:20,94546.54,52.9,29.48,L
01/06/2020 04:50,95084,57.78,29.56,L
29/05/2020 06:25,95058.48,53.7,30.89,L
28/05/2020 06:15,94715.72,57.05,30.91,L
25/05/2020 20:05,93816.63,43.18,32.66,L
28/05/2020 09:25,94818.14,62.41,29.87,L
14/05/2020 23:10,94347.04,56.88,31.03,M
25/05/2020 19:30,93755.63,45.17,32.52,M
25/05/2020 22:45,94125.24,51.55,32.09,L
25/05/2020 23:00,94149.63,51.45,32.29,L
29/05/2020 00:50,95258.16,45.68,31.47,M
01/06/2020 06:45,95047.56,57.24,29.38,L
31/05/2020 19:00,94824.28,48.02,30.69,H
28/05/2020 09:10,94794.78,63.23,29.6,L
29/05/2020 06:40,95071.05,53.57,30.9,L
25/05/2020 21:55,94047.43,49.5,32.11,L
01/06/2020 11:10,95231.75,60.82,28.57,E
26/05/2020 23:50,94850.67,59.17,28.64,E
04/06/2020 11:50,94678.87,60.21,30.68,L
27/05/2020 05:05,94742.2,56.31,29.68,L
04/06/2020 15:30,94491.61,55.79,31.09,L
26/05/2020 10:50,94876.39,72.14,26.93,L
28/05/2020 06:40,94646.18,57.2,30.9,L
28/05/2020 03:20,94397.77,55.19,31.03,L
29/05/2020 07:25,95080.76,53.97,30.51,L
14/05/2020 22:40,94328.24,56.55,30.89,L
27/05/2020 05:30,94722.75,56.19,29.64,L
27/05/2020 02:50,94791.64,57.03,29.68,L
27/05/2020 00:35,94864.27,59.63,28.54,E
26/05/2020 05:10,94532.46,51.54,29.69,L
25/05/2020 18:10,93800.88,47.01,32.04,L
28/05/2020 23:45,94997.39,43.85,32.01,L
04/06/2020 07:45,94629.24,62.9,29.68,E
01/06/2020 01:50,95127.69,62.15,29.5,L
27/05/2020 01:30,94854.07,59.88,28.21,L
27/05/2020 02:00,94823.95,57.71,29.36,L
29/05/2020 05:55,95021.49,53.49,30.97,L
04/06/2020 15:20,94498.88,55.47,31.08,L
28/05/2020 06:10,94730.76,57.04,30.91,L
26/05/2020 01:40,94319.37,47.14,31.67,L
27/05/2020 09:05,94828.16,63.72,27.12,E
04/06/2020 10:20,94686.33,61.1,30.23,L
04/06/2020 21:10,94498.18,45.97,31.19,E
27/05/2020 01:05,94872.57,59.68,28.38,E
04/06/2020 04:35,94588.39,59.1,30.5,L
04/06/2020 15:45,94481.66,55.87,31.14,L
26/05/2020 01:30,94342.21,48.54,31.9,L
14/05/2020 23:45,94374.11,58,30.92,H
25/05/2020 17:00,93877.87,48.52,32.27,M
27/05/2020 03:45,94753.32,56.7,29.71,L
01/06/2020 12:55,95175.53,56.9,29.55,L
14/05/2020 22:00,94295.63,56.12,30.92,L
15/05/2020 00:40,94340.78,60.69,30.32,M
25/05/2020 17:30,93849.55,45.98,32.26,L
04/06/2020 02:15,94629.51,52.62,30.93,L
15/05/2020 00:05,94364.47,59.1,30.86,H
04/06/2020 21:30,94521.63,45.65,31.1,L
24/05/2020 12:35,94253.23,53.17,31.5,M
15/05/2020 00:30,94341.88,60.66,30.36,M
04/06/2020 02:35,94614.14,52.95,30.73,L
28/05/2020 03:25,94398.59,55.25,31.02,L
29/05/2020 03:40,94932.98,52.35,31.1,L
26/05/2020 03:45,94347.13,49.3,30.73,L
25/05/2020 22:40,94110.1,51.94,31.79,L
01/06/2020 10:20,95237.56,61.55,28.37,E
29/05/2020 06:20,95041.6,53.72,30.89,L
25/05/2020 20:35,93902.07,45.25,32.51,M
01/06/2020 09:55,95252.06,62.88,27.93,E
29/05/2020 04:40,95123.33,53.21,31.08,L
25/05/2020 18:30,93790.42,48.14,32.27,L
27/05/2020 09:35,94829.19,63.34,27.25,E
25/05/2020 21:10,93985.56,49.66,32.44,L
01/06/2020 07:00,95064.25,59.74,27.7,L
14/05/2020 23:00,94332.82,56.44,30.93,M
04/06/2020 10:05,94706.2,61.15,30.12,E
29/05/2020 03:05,94988.51,52.14,31.08,L
27/05/2020 09:00,94826.99,63.09,27.26,E
28/05/2020 23:30,94955.89,42.44,31.7,M
28/05/2020 01:05,94461.35,57.87,30.19,L
26/05/2020 03:05,94243.9,55.31,30,L
27/05/2020 08:50,94816.73,63.54,27,E
29/05/2020 03:00,95020.36,52.1,31.07,L
29/05/2020 07:40,95121.25,53.36,30.41,E
28/05/2020 01:25,94454.36,54.01,30.74,L
04/06/2020 09:10,94712.08,61.56,29.93,E
04/06/2020 05:25,94572.37,59.53,30.51,L
27/05/2020 02:30,94793.58,57.12,29.62,L
01/06/2020 06:15,95062.79,57.3,29.39,L
04/06/2020 10:50,94698.47,60.5,30.44,L
26/05/2020 11:30,94888.62,68.29,27.74,L
29/05/2020 07:20,95079,53.85,30.58,L
26/05/2020 02:45,94200.75,55.91,30.1,L
25/05/2020 18:15,93804.26,47.52,32.13,L
04/06/2020 20:00,94444.43,53.85,31.61,M
04/06/2020 18:25,94394.49,52.34,31.48,M
26/05/2020 00:25,94327.21,54.66,31.65,M
29/05/2020 05:15,95049.88,53.4,30.99,L
27/05/2020 03:35,94760.36,56.66,29.71,L
29/05/2020 03:30,94917.11,52.43,31.07,L
04/06/2020 08:30,94674,62.08,29.82,E
27/05/2020 09:15,94834.75,63.71,27.28,E
01/06/2020 08:40,95187.95,68.22,25.61,E
04/06/2020 03:20,94589.25,55.97,30.61,L
26/05/2020 05:15,94543.64,52.11,29.54,L
01/06/2020 03:45,95077.92,58.53,29.7,L
25/05/2020 22:15,93996.88,52.08,31.96,L
04/06/2020 07:55,94637.64,62.85,29.66,E
26/05/2020 01:20,94362.81,48.71,31.79,L
04/06/2020 09:45,94723.43,61.26,30.08,L
25/05/2020 21:15,93990.82,49.85,32.44,L
04/06/2020 18:55,94401.07,48.83,31.43,M
15/05/2020 01:00,94328.53,60.97,30.56,M
04/06/2020 01:55,94649.84,56.28,30.98,L
27/05/2020 05:10,94737.66,56.28,29.69,L
26/05/2020 03:15,94275.44,53.84,30.44,L
25/05/2020 17:20,93861.29,48.75,32.28,L
31/05/2020 20:00,95018.14,55.61,29.78,L
04/06/2020 13:05,94639.92,60.19,30.79,L
29/05/2020 03:55,94972.26,52.55,31.11,L
29/05/2020 07:45,95126.68,53.32,30.37,E
28/05/2020 02:20,94440.16,54.69,31.08,L
04/06/2020 12:05,94678.61,60.06,30.76,L
25/05/2020 17:55,93828,46.59,31.93,L
25/05/2020 17:10,93873.24,48.07,32.29,L
28/05/2020 05:00,94677.15,56.75,30.9,L
04/06/2020 02:20,94625.87,54.12,30.88,L
25/05/2020 20:15,93843.07,42.2,32.45,L
04/06/2020 09:55,94716.68,61.28,30.06,E
27/05/2020 02:25,94799.75,57.18,29.6,L
24/05/2020 12:30,94258.87,52.95,31.43,M
27/05/2020 04:55,94749.69,56.36,29.69,L
26/05/2020 23:35,94846.52,62.52,27.78,E
04/06/2020 11:25,94689.88,60.23,30.65,M
04/06/2020 18:45,94400.24,49.41,31.43,M
28/05/2020 06:00,94741.43,56.97,30.92,L
15/05/2020 00:35,94339.94,60.74,30.39,M
29/05/2020 08:15,95098.96,52.86,29.31,E
28/05/2020 01:30,94449.23,53.51,30.81,L
27/05/2020 06:05,94738.13,56.2,29.58,L
27/05/2020 00:55,94877.17,59.85,28.46,E
01/06/2020 11:45,95217.01,59.86,29.13,L
28/05/2020 11:25,94810.21,58.46,30.51,L
29/05/2020 02:40,95169.56,52.11,30.98,L
04/06/2020 12:30,94671.31,60.21,30.62,L
24/05/2020 12:10,94252.68,53.56,31.63,M
04/06/2020 15:05,94504.18,54.53,30.9,L
04/06/2020 15:50,94473.94,55.56,31.19,L
25/05/2020 21:00,93961.6,48.26,32.61,L
04/06/2020 04:15,94592.38,58.61,30.54,L
14/05/2020 23:25,94355.84,59.13,31.01,H
26/05/2020 01:35,94331.99,47.08,31.81,L
04/06/2020 10:55,94699.88,60.34,30.5,L
28/05/2020 09:00,94793,63.59,29.48,L
28/05/2020 23:20,94938.43,43.3,31.6,L
01/06/2020 05:00,95080.26,57.65,29.52,L
25/05/2020 22:55,94152.83,51.47,32.37,L
26/05/2020 06:40,94596.63,54.7,29.14,L
01/06/2020 08:15,95145.22,66.5,25.7,E
29/05/2020 02:05,95337.31,51.74,30.94,L
29/05/2020 02:10,95336.66,51.89,30.94,L
01/06/2020 02:00,95118.22,58.58,29.65,L
01/06/2020 06:50,95054.92,57.23,29.34,L
27/05/2020 00:15,94867.22,59.85,28.54,E
27/05/2020 02:10,94814.1,57.45,29.48,L
28/05/2020 04:25,94540.16,56.21,31.03,L
04/06/2020 13:15,94627.86,60.13,30.84,L
25/05/2020 22:35,94091.59,52.32,31.58,L
01/06/2020 03:40,95074.77,58.6,29.72,L
04/06/2020 03:50,94588.2,57.52,30.63,L
04/06/2020 20:20,94465.78,53.77,31.52,L
26/05/2020 01:05,94407.44,49.14,31.58,L
25/05/2020 18:35,93785.41,48.16,32.3,L
04/06/2020 08:15,94654.61,62.49,29.75,E
28/05/2020 06:30,94648.11,57.1,30.9,L
28/05/2020 05:05,94688.83,56.86,30.87,L
04/06/2020 08:00,94641.73,62.72,29.71,E
01/06/2020 07:50,95110.67,62.5,26.76,E
01/06/2020 11:40,95217.26,60.66,28.96,L
25/05/2020 19:55,93801.54,42.9,32.56,L
04/06/2020 13:45,94589.37,52.86,30.75,L
04/06/2020 02:10,94635.91,54.45,31.04,L
25/05/2020 16:20,93911.13,50.04,32.16,M
04/06/2020 07:50,94630.42,62.92,29.67,E
29/05/2020 01:35,95405.26,50.76,31.04,L
01/06/2020 05:10,95069.19,57.59,29.48,L
04/06/2020 08:10,94646.27,62.6,29.73,E
04/06/2020 21:45,94536.72,46.83,31.17,L
26/05/2020 00:50,94377.04,49.07,31.78,L
25/05/2020 17:35,93843.77,45.58,32.39,L
29/05/2020 02:45,95108.8,52.09,30.99,L
28/05/2020 11:15,94814.98,58.64,30.54,L
01/06/2020 07:30,95089.2,62.81,26.7,E
27/05/2020 04:20,94748.95,56.66,29.71,L
28/05/2020 02:10,94445.1,54.58,31.05,L
29/05/2020 06:50,95094.8,53.6,30.87,L
28/05/2020 10:05,94833.03,60.68,30.24,L
25/05/2020 16:10,93918.85,51.07,32.34,M
29/05/2020 06:45,95086.41,53.59,30.89,L
04/06/2020 04:25,94584.91,58.77,30.55,L
01/06/2020 11:35,95221.84,60.97,28.64,L
27/05/2020 01:15,94861.81,60.09,28.29,L
01/06/2020 09:00,95218.03,68.95,26.03,E
14/05/2020 21:50,94291.13,56.1,30.94,L
27/05/2020 08:05,94786.39,62.91,27.18,E
01/06/2020 07:40,95103.12,62.63,26.77,E
01/06/2020 12:20,95201.39,58.92,29.34,M
04/06/2020 07:00,94609.16,61.93,29.79,L
26/05/2020 02:20,94258.03,54.68,30.8,L
31/05/2020 19:40,94943.69,54.92,29.9,M
29/05/2020 03:25,94939.07,52.31,31.07,L
01/06/2020 05:45,95053.82,57.59,29.34,L
01/06/2020 07:55,95118.17,62.87,26.73,E
01/06/2020 04:15,95092.77,58.21,29.64,L
27/05/2020 03:00,94781.13,56.84,29.67,L
27/05/2020 07:50,94782.77,62.14,27.19,E
29/05/2020 04:25,95070.92,52.95,31.1,L
04/06/2020 22:45,94573.86,56.85,31.57,L
14/05/2020 23:20,94353.39,59.38,30.99,M
26/05/2020 05:35,94551.55,57.38,28.77,L
27/05/2020 03:40,94757.61,56.68,29.71,L
01/06/2020 12:25,95199.96,58.43,29.46,M
29/05/2020 00:20,95128.17,45.45,31.85,M
04/06/2020 11:45,94679.99,60.19,30.66,L
04/06/2020 21:50,94536.67,47.06,31.13,L
26/05/2020 06:15,94533.66,56.9,28.36,L
04/06/2020 09:25,94718.76,61.51,29.99,E
24/05/2020 12:20,94254.68,53.12,31.43,M
01/06/2020 01:45,95136.53,63.22,29.25,L
26/05/2020 00:55,94398.15,48.51,31.76,L
14/05/2020 22:15,94308.02,56.17,30.92,L
25/05/2020 16:45,93889.9,49.39,32.15,M
14/05/2020 23:40,94372.36,58.21,31.02,H
28/05/2020 11:00,94830.47,58.79,30.5,L
27/05/2020 04:00,94759.32,56.67,29.73,L
27/05/2020 04:05,94755.93,56.68,29.73,L
04/06/2020 15:40,94488.9,56.14,31.13,L
04/06/2020 13:40,94599.22,52.91,30.69,L
15/05/2020 00:50,94331.56,61.17,30.39,M
25/05/2020 18:55,93778.43,48.33,32.43,M
01/06/2020 10:15,95243.91,61.66,28.31,E
14/05/2020 21:10,94266.83,54.26,31.01,L
04/06/2020 01:50,94655.14,56.9,30.67,L
01/06/2020 08:10,95143.24,65.31,26.04,E
01/06/2020 04:40,95082.86,57.95,29.58,L
28/05/2020 06:45,94641.59,57.18,30.89,L
28/05/2020 08:50,94780.56,64.27,29.27,L
04/06/2020 08:55,94692.31,61.72,29.9,E
04/06/2020 04:05,94587.23,58.14,30.59,L
27/05/2020 08:45,94815.97,63.76,26.92,L
04/06/2020 14:20,94558.02,49.92,30.47,L
27/05/2020 00:25,94869.89,59.94,28.52,E
26/05/2020 05:30,94555.96,56.22,29.07,L
04/06/2020 22:50,94581.41,56.67,31.69,L
29/05/2020 01:00,95289.6,44.44,31.42,M
01/06/2020 12:30,95196.68,58.01,29.51,L
26/05/2020 11:05,94875.63,70.37,27.33,L
04/06/2020 18:10,94392.68,55.02,31.47,M
04/06/2020 05:55,94565.4,59.84,30.45,L
25/05/2020 22:05,94027.8,50.81,31.95,L
27/05/2020 04:30,94752.64,56.53,29.69,L
28/05/2020 10:55,94838.58,58.95,30.48,L
27/05/2020 05:45,94733.4,56.25,29.62,L
27/05/2020 02:45,94791.4,57.05,29.66,L
27/05/2020 00:00,94856.32,59.14,28.65,E
28/05/2020 05:20,94720.88,56.9,30.9,L
04/06/2020 09:30,94723.09,61.4,30.01,L
27/05/2020 09:10,94832.69,63.71,27.18,E
27/05/2020 00:50,94876.35,59.87,28.47,E
27/05/2020 00:40,94867.43,59.65,28.53,E
28/05/2020 12:40,94902.23,55.82,30.44,E
27/05/2020 04:45,94759.41,56.39,29.69,L
29/05/2020 03:15,94979.61,52.21,31.1,L
04/06/2020 21:40,94534.03,46.34,31.14,L
25/05/2020 22:10,94011.28,51.57,31.96,L
26/05/2020 03:10,94263.4,52.69,30.36,L
04/06/2020 19:35,94415.43,53.14,31.53,M
26/05/2020 02:40,94206.16,55.84,30.23,L
27/05/2020 00:10,94866.69,59.66,28.58,E
29/05/2020 01:15,95455.5,52.55,30.52,L
26/05/2020 11:10,94879.24,70.31,27.32,L
01/06/2020 10:40,95239.08,64.74,27.47,E
28/05/2020 02:05,94445.15,54.55,31.02,L
27/05/2020 03:05,94775.88,56.8,29.68,L
29/05/2020 05:20,95039.77,53.26,31.04,L
26/05/2020 06:55,94625.68,53.94,29.37,L
28/05/2020 01:35,94444.88,53.63,30.87,L
04/06/2020 04:00,94591.23,58.04,30.57,L
04/06/2020 05:30,94571.61,59.6,30.5,L
28/05/2020 09:35,94820.57,61.64,29.98,L
29/05/2020 07:10,95081.38,53.95,30.65,E
01/06/2020 05:50,95060.48,57.79,29.31,L
26/05/2020 23:55,94853.48,59.14,28.64,E
28/05/2020 08:55,94789.64,63.9,29.45,L
04/06/2020 10:30,94685.59,60.9,30.31,L
04/06/2020 13:35,94607.43,53.57,30.65,L
04/06/2020 22:00,94548.39,51.64,31.24,L
04/06/2020 02:55,94607.29,52.47,30.63,L
26/05/2020 06:00,94526.89,55.76,28.85,L
29/05/2020 07:15,95084.74,53.89,30.63,E
27/05/2020 08:20,94800.79,62.69,27.21,E
04/06/2020 15:00,94509.58,54.24,30.9,L
28/05/2020 23:50,95006.44,44,32.05,L
28/05/2020 12:05,94864.52,57.07,30.48,L
04/06/2020 22:05,94553.1,53.37,31.19,L
27/05/2020 01:25,94855.83,60.03,28.22,L
01/06/2020 02:10,95125.77,59.01,29.68,L
28/05/2020 11:20,94808.77,58.44,30.56,L
29/05/2020 07:50,95126.45,53.13,30.34,E
25/05/2020 19:20,93752.39,46.99,32.49,L
28/05/2020 11:55,94858.86,57.47,30.55,L
04/06/2020 06:10,94578.15,59.73,30.51,L
04/06/2020 03:05,94599.59,53.9,30.61,L
29/05/2020 07:55,95129.32,52.89,29.69,E
25/05/2020 15:45,93948.34,53.3,32.03,M
04/06/2020 20:35,94473.32,51.85,31.47,L
27/05/2020 04:35,94756.59,56.48,29.69,L
01/06/2020 04:35,95078.99,57.94,29.58,L
01/06/2020 04:30,95082.25,57.94,29.59,L
01/06/2020 09:30,95242.66,67.21,26.5,E
01/06/2020 11:55,95213.04,58.82,29.32,M
26/05/2020 04:10,94424.17,49.41,30.65,L
25/05/2020 18:25,93790.09,48.12,32.21,L
01/06/2020 04:05,95089.87,58.53,29.67,L
29/05/2020 07:00,95082.83,53.54,30.85,L
28/05/2020 12:25,94897.1,55.95,30.48,E
26/05/2020 11:25,94885.73,69.04,27.62,L
28/05/2020 01:20,94458.57,54.7,30.68,L
01/06/2020 10:35,95235.92,63.86,27.67,E
28/05/2020 01:10,94464.02,56.72,30.36,L
04/06/2020 19:40,94421.82,53.76,31.56,M
04/06/2020 13:55,94587.13,51.05,30.57,L
04/06/2020 02:40,94613.89,52.31,30.67,L
04/06/2020 13:20,94624.67,59.99,30.88,L
25/05/2020 20:30,93887.01,44.95,32.56,M
01/06/2020 08:30,95173.31,67.27,25.54,E
24/05/2020 12:45,94240.79,54.23,31.69,M
04/06/2020 20:10,94452.58,53.4,31.56,E
31/05/2020 19:20,94848.13,47.79,30.84,H
27/05/2020 01:45,94840.91,58.49,29.06,L
04/06/2020 18:05,94391.99,55.37,31.6,M
04/06/2020 13:30,94614.97,56.45,30.78,L
01/06/2020 05:05,95072.99,57.67,29.51,L
04/06/2020 19:20,94403.61,52.32,31.44,M
28/05/2020 02:40,94427.71,54.9,31.06,L
01/06/2020 12:45,95184.26,57.24,29.47,L
28/05/2020 08:45,94773.3,65.65,28.87,L
27/05/2020 10:00,94827.32,62.36,27.7,E
27/05/2020 04:10,94753.74,56.73,29.73,L
14/05/2020 21:45,94285.85,55.98,30.93,L
29/05/2020 01:05,95388.61,46.9,31.09,M
04/06/2020 05:40,94564.93,59.63,30.51,L
25/05/2020 18:45,93780.25,48.6,32.37,L
28/05/2020 11:45,94845.92,57.74,30.54,E
04/06/2020 11:35,94688.85,60.26,30.67,M
26/05/2020 10:55,94875.93,71.48,26.99,L
27/05/2020 01:20,94858.56,60.16,28.26,L
01/06/2020 02:40,95119.18,58.63,29.74,L
28/05/2020 01:15,94460.74,55.03,30.54,L
01/06/2020 02:35,95123.95,58.7,29.77,L
24/05/2020 12:15,94251.83,53.32,31.5,M
14/05/2020 23:55,94372.51,58.69,30.91,H
27/05/2020 00:45,94872.95,59.71,28.5,E
14/05/2020 23:35,94366.85,58.75,31.03,H
27/05/2020 09:50,94827.29,62.67,27.68,L
01/06/2020 12:05,95210.55,58.11,29.63,M
01/06/2020 10:30,95237.91,61.97,28.29,E
01/06/2020 12:35,95188.58,57.52,29.48,L
28/05/2020 12:50,94904.17,57.07,30.49,E
27/05/2020 08:25,94807.18,62.97,27.24,E
04/06/2020 09:20,94716.06,61.51,29.96,E
28/05/2020 11:10,94812.85,58.77,30.53,L
29/05/2020 05:25,95027.1,53.26,31.03,L
04/06/2020 10:40,94689.11,60.67,30.37,L
01/06/2020 06:20,95053.94,57.32,29.38,L
04/06/2020 09:40,94722.24,61.59,30.02,L
28/05/2020 05:25,94723.74,56.92,30.91,L
01/06/2020 05:15,95068.59,57.53,29.48,L
27/05/2020 04:50,94757.71,56.36,29.71,L
28/05/2020 23:35,94986.27,42.47,31.77,M
27/05/2020 07:30,94784.58,62.01,27.36,E
28/05/2020 04:10,94484.21,56.08,31.02,L
04/06/2020 18:35,94391.76,50.12,31.46,M
04/06/2020 03:55,94587.36,57.86,30.58,L
25/05/2020 22:25,94028.37,51.97,31.92,L
04/06/2020 06:30,94589.35,61.16,29.97,L
27/05/2020 08:40,94819.88,63.15,27.1,L
04/06/2020 04:45,94584.61,59.12,30.55,L
26/05/2020 06:20,94549.02,56.6,28.49,L
01/06/2020 03:00,95093.08,58.53,29.74,L
04/06/2020 20:05,94449.94,53.62,31.58,M
25/05/2020 22:20,94000.42,51.88,31.92,L
04/06/2020 06:15,94577.92,59.82,30.48,L
28/05/2020 10:30,94847.68,59.79,30.33,L
04/06/2020 03:10,94593.68,54.75,30.59,L
27/05/2020 04:25,94751.59,56.63,29.7,L
04/06/2020 22:15,94560.26,54.29,31.31,E
29/05/2020 02:15,95341.43,51.49,30.95,L
01/06/2020 08:45,95196.44,68.79,25.65,E
28/05/2020 11:05,94821.14,58.7,30.55,L
04/06/2020 03:00,94601.03,52.46,30.6,L
26/05/2020 03:20,94281.18,54.23,30.46,L
04/06/2020 07:10,94621.82,61.93,29.86,E
04/06/2020 15:15,94498.11,54.89,30.94,L
04/06/2020 18:50,94400.69,49.31,31.43,M
14/05/2020 21:30,94278.31,55.59,30.89,L
04/06/2020 18:20,94391.04,54.01,31.46,M
01/06/2020 05:35,95045.03,57.38,29.45,L
01/06/2020 09:10,95236.04,68.07,26.26,E
26/05/2020 04:15,94430.33,50.13,30.56,L
01/06/2020 03:25,95081.18,58.73,29.71,L
25/05/2020 22:50,94137.51,51.62,32.24,L
27/05/2020 06:40,94762.04,56.28,29.51,L
